Finale,Genre,Language,Netflix exclusive region,Notes,Premiere,Runtime,Seasons,Title
"October 14, 2013",Docuseries,English,Selected territories,,"October 14, 2013",26–29 min,"1 season, 4 episodes",Russell Peters Vs. the World
