Finale,Genre,Language,Netflix exclusive region,Notes,Premiere,Runtime,Seasons,Title
"July 3, 2020",Reality competition,Turkish,Turkey,,"July 3, 2020",45–53 min,"1 season, 15 episodes",Exatlon
