File,Title,International title,Genre,lang,Country,IMDB Score,Seasons,Budget,Runtime
Ended_Netflix_original_table_33.csv,Cobra Kai - The Afterparty,,aftershow,english,,,,,34 min
Ended_Netflix_original_table_33.csv,Creating The Queen's Gambit,,making-of,english,,,,,14 min
Ended_Netflix_original_table_33.csv,Bridgerton - The Afterparty,,aftershow,english,,,,,38 min
Ended_Netflix_original_table_33.csv,Bling Empire - The Afterparty,,aftershow,english,,,,,35 min
Ended_Netflix_original_table_33.csv,Animals on the Loose: A You vs. Wild Interactive Movie,,reality television/interactive fiction,english,,,,,45 min
Ended_Netflix_original_table_33.csv,Fate: The Winx Saga - The Afterparty,,aftershow,english,,,,,35 min
Ended_Netflix_original_table_33.csv,Ginny & Georgia - The Afterparty,,aftershow,english,,,,,35 min
Ended_Netflix_original_table_33.csv,The Last Kids on Earth: Happy Apocalypse to You,,animation/interactive fiction,english,,,,,27 min
Ended_Netflix_original_table_33.csv,Dad Stop Embarrassing Me! - The Afterparty,,aftershow,english,,,,,37 min
Ended_Netflix_original_table_33.csv,Shadow and Bone - The Afterparty,,aftershow,english,,,,,32 min
Ended_Netflix_original_table_33.csv,The Circle - The Afterparty,,aftershow,english,,,,,35 min
Ended_Netflix_original_table_33.csv,The Upshaws - The Afterparty,,aftershow,english,,,,,32 min
Ended_Netflix_original_table_33.csv,Super Monsters: Once Upon a Rhyme,,animation,english,,,,,25 min
Ended_Netflix_original_table_33.csv,Trese After Dark,,aftershow,english,,,,,35 min
Ended_Netflix_original_table_33.csv,Headspace: Unwind Your Mind,,documentary/interactive fiction,english,,,,,15 min
Ended_Netflix_original_table_33.csv,The House of Flowers: The Movie,,comedy,"spanish,,",,,,,1 h 27 min
Ended_Netflix_original_table_33.csv,Kingdom: Ashin of the North,,period horror thriller,"korean,,",,,,,1 h 33 min
Ended_Netflix_original_table_33.csv,You vs. Wild: Out Cold,,interactive reality,english,,,,,25 min
Ended_Netflix_original_table_33.csv,A StoryBots Space Adventure,,animation,english,,,,,13 min
Ended_Netflix_original_table_33.csv,Go! Go! Cory Carson: Chrissy Takes the Wheel,,animation,english,,,,,1 h 1 min
Ended_Netflix_original_table_33.csv,Making The Billion Dollar Code,,making-of,english,,,,,28 min
Ended_Netflix_original_table_33.csv,Sharkdog's Fintastic Halloween,,animation,english,,,,,24 min
Ended_Netflix_original_table_33.csv,Johnny Test's Ultimate Meatloaf Quest,,animation/interactive,english,,,,,20 min
Ended_Netflix_original_table_33.csv,Waffles + Mochi's Holiday Feast,,cooking show,english,,,,,28 min
Ended_Netflix_original_table_33.csv,StarBeam: Beaming in the New Year,,animation,english,,,,,47 min.
Ended_Netflix_original_table_33.csv,Making The Witcher: Season 2,,making-of,english,,,,,37 min
Ended_Netflix_original_table_33.csv,The Witcher Bestiary Season 1 Part 1,,clipshow,english,,,,,11 min
Ended_Netflix_original_table_33.csv,The Witcher Bestiary Season 1 Part 2,,clipshow,english,,,,,10 min
Ended_Netflix_original_table_33.csv,The Witcher: Fireplace,,yule log,english,,,,,59 min
Ended_Netflix_original_table_33.csv,The Witcher Season One Recap: From the Beginning,,clipshow,english,,,,,15 min
Ended_Netflix_original_table_33.csv,The Witcher: Characters of the Continent,,making-of,english,,,,,9 min
Ended_Netflix_original_table_33.csv,Mighty Express: Train Trouble,,animation,english,,,,,25 min
Ended_Netflix_original_table_33.csv,A Farewell to Ozark,,making-of,english,,,,,30 min
Ended_Netflix_original_table_33.csv,Larva Pendant,,animation/interactive fiction,no spoken language,,,,,33 min
Ended_Netflix_original_table_33.csv,Mighty Little Bheem: I Love Taj Mahal,,animation,no spoken language,,,,,20 min
Ended_Netflix_original_table_33.csv,Ranveer vs. Wild with Bear Grylls,,interactive reality,english,,,,,1 h 10 min
Ended_Netflix_original_table_33.csv,The Witcher Bestiary Season 2,,clipshow,english,,,,,19 min
Ended_Netflix_original_table_33.csv,Jurassic World Camp Cretaceous: Hidden Adventure,,animation/interactive fiction,english,,,,,32 min
Ended_Netflix_original_table_33.csv,Making 1899,,making-of,english,,,,,50 min
Ended_Netflix_original_table_33.csv,The Action Pack Saves Christmas,,animation,english,,,,,27 min
Ended_Netflix_original_table_33.csv,Mighty Express: Mighty Trains Race,,animation,english,,,,,25 min
Ended_Netflix_original_table_33.csv,The Boss Baby: Christmas Bonus,,animation,english,,,,,45 min
Ended_Netflix_original_table_33.csv,My Next Guest with David Letterman and Volodymyr Zelenskyy,,talk show,english,,,,,44 min
Ended_Netflix_original_table_33.csv,Who Killed Santa? A Murderville Murder Mystery,,crime improv comedy,english,,,,,52 min
Ended_Netflix_original_table_33.csv,Making The Witcher: Blood Origin,,making-of,english,,,,,15 min
Ended_Netflix_original_table_33.csv,Copenhagen Cowboy: Nightcall with Nicolas Winding Refn,,behind the scenes,english,,,,,27 min
Ended_Netflix_original_table_33.csv,Making Transatlantic,,making-of,english,,,,,29 min
Ended_Netflix_original_table_33.csv,The Last Kingdom: Seven Kings Must Die,,historical/drama,english,,,,,1 h 51 min
Ended_Netflix_original_table_33.csv,Making The Witcher: Season 3,,making-of,english,,,,,30 min
Ended_Netflix_original_table_34.csv,13 Reasons Why: Beyond the Reasons,,aftershow/interview,english,,,"3 seasons, 3 episodes",,17–67 min
Ended_Netflix_original_table_34.csv,Beyond Stranger Things,,aftershow,english,,,"1 season, 7 episodes",,15–25 min
Ended_Netflix_original_table_34.csv,Dance & Sing with True,,animation,english,,,"1 collection, 11 episodes",,2 min
Ended_Netflix_original_table_34.csv,Super Monsters Monster Party,,animation,english,,,"1 collection, 4 episodes",,2 min
Ended_Netflix_original_table_34.csv,Nailed It! Holiday,,reality competition,english,,,"2 seasons, 13 episodes",,32–35 min
Ended_Netflix_original_table_34.csv,Super Monsters Monster Pets,,animation,english,,,"1 season, 5 episodes",,9–12 min
Ended_Netflix_original_table_34.csv,True Tunes,,animation,english,,,"1 collection, 8 episodes",,3 min
Ended_Netflix_original_table_34.csv,Mighty Little Bheem: Diwali,,animation,no spoken language,,,"1 collection, 3 episodes",,6–7 min
Ended_Netflix_original_table_34.csv,Queer Eye: We're in Japan!,,reality television,english,,,"1 season, 4 episodes",,49–51 min
Ended_Netflix_original_table_34.csv,Mighty Little Bheem: Festival of Colors,,animation,no spoken language,,,"1 collection, 3 episodes",,6–7 min
Ended_Netflix_original_table_34.csv,True: Terrific Tales,,animation,english,,,"1 season, 8 episodes",,7–8 min
Ended_Netflix_original_table_34.csv,Word Party Songs,,animation,english,,,"1 season, 8 episodes",,3 min
Ended_Netflix_original_table_34.csv,Game On: A Comedy Crossover Event,,comedy,english,,,"1 season, 4 episodes",,26–30 min
Ended_Netflix_original_table_34.csv,The Witcher: A Look Inside the Episodes,,making-of,english,,,8 episodes,,5–7 min
Ended_Netflix_original_table_34.csv,Rhyme Time Town Singalongs,,animation,english,,,"1 season, 10 episodes",,12 min
Ended_Netflix_original_table_34.csv,Mighty Little Bheem: Kite Festival,,animation,no spoken language,,,"1 collection, 3 episodes",,6–7 min
Ended_Netflix_original_table_34.csv,Lava Ka Dhaava,,game show,hindi,,,"1 season, 10 episodes",,24–37 min
Ended_Netflix_original_table_34.csv,Elite Short Stories: Guzmán Caye Rebe,,crime/teen drama,"spanish,,",,,"1 season, 3 episodes",,10–15 min
Ended_Netflix_original_table_34.csv,Elite Short Stories: Nadia Guzmán,,crime/teen drama,"spanish,,",,,"1 season, 3 episodes",,10–14 min
Ended_Netflix_original_table_34.csv,Elite Short Stories: Omar Ander Alexis,,crime/teen drama,"spanish,,",,,"1 season, 3 episodes",,10–14 min
Ended_Netflix_original_table_34.csv,Elite Short Stories: Carla Samuel,,crime/teen drama,"spanish,,",,,"1 season, 3 episodes",,13–16 min
Ended_Netflix_original_table_34.csv,Revelations: The Masters of the Universe Revelation Aftershow,,aftershow,english,,,"1 season, 2 episodes",,25 min
Ended_Netflix_original_table_34.csv,The Ingenuity of the Househusband,,comedy,"japanese,,",,,"1 season, 10 episodes",,3–6 min
Ended_Netflix_original_table_34.csv,Money Heist: From Tokyo to Berlin,,docuseries,"spanish,,",,,"2 volumes, 2 episodes",,51–52 min
Ended_Netflix_original_table_34.csv,Blown Away: Christmas,,reality show,english,,,"1 season, 4 episodes",,28–29 min
Ended_Netflix_original_table_34.csv,Elite Short Stories: Phillipe Caye Felipe,,crime/teen drama,"spanish,,",,,"1 season, 3 episodes",,9–16 min
Ended_Netflix_original_table_34.csv,Elite Short Stories: Samuel Omar,,crime/teen drama,"spanish,,",,,"1 season, 3 episodes",,11–12 min
Ended_Netflix_original_table_34.csv,Elite Short Stories: Patrick,,crime/teen drama,"spanish,,",,,"1 season, 3 episodes",,11–13 min
Ended_Netflix_original_table_34.csv,Karma's World Music Videos,,animation,english,,,"2 volumes, 10 episodes",,4–6 min
Ended_Netflix_original_table_35.csv,Hemlock Grove,,horror/thriller,,,,"3 seasons, 33 episodes",,45–58 min
Ended_Netflix_original_table_35.csv,Shadow,,thriller,,,,"1 season, 8 episodes",,40–49 min
Ended_Netflix_original_table_36.csv,Bad Samaritans,,comedy,,,,"1 season, 5 episodes",,30 min
Ended_Netflix_original_table_37.csv,Turbo Fast,,,english,,,"3 seasons, 52 episodes",,23 min
Ended_Netflix_original_table_37.csv,VeggieTales in the House,,,english,,,"4 seasons, 52 episodes",,23 min
Ended_Netflix_original_table_37.csv,The Adventures of Puss in Boots,,,english,,,"6 seasons, 78 episodes",,22–24 min
Ended_Netflix_original_table_37.csv,Dinotrux,,,english,,,"5 seasons, 52 episodes",,23 min
Ended_Netflix_original_table_37.csv,The Mr. Peabody & Sherman Show,,,english,,,"4 seasons, 52 episodes",,23 min
Ended_Netflix_original_table_37.csv,Dawn of the Croods,,,english,,,"4 seasons, 52 episodes",,23 min
Ended_Netflix_original_table_37.csv,Home: Adventures with Tip & Oh,,,english,,,"4 seasons, 52 episodes",,22–24 min
Ended_Netflix_original_table_37.csv,VeggieTales in the City,,,english,,,"2 seasons, 26 episodes",,23 min
Ended_Netflix_original_table_37.csv,Spirit Riding Free,,,english,,,"8 seasons, 52 episodes",,23 min
Ended_Netflix_original_table_37.csv,Dinotrux Supercharged,,,english,,,"3 seasons, 26 episodes",,24 min
Ended_Netflix_original_table_37.csv,Ask the StoryBots Korea Edition,,,"korean,,",,,"1 season, 8 episodes",,24–27 min
Ended_Netflix_original_table_37.csv,Transformers: BotBots,,,english,,,"1 season, 10 episodes",,24–25 min
Ended_Netflix_original_table_38.csv,Estocolmo,,crime/drama,,,,"1 season, 13 episodes",,37–49 min
Ended_Netflix_original_table_38.csv,Wild District,,crime/drama,,,,"2 seasons, 20 episodes",,40–50 min
Ended_Netflix_original_table_38.csv,Go! Live Your Way,,musical,,,,"2 seasons, 30 episodes",,36–44 min
Ended_Netflix_original_table_38.csv,The Snitch Cartel: Origins,,crime/drama,,,,"1 season, 60 episodes",,38–58 min
Ended_Netflix_original_table_38.csv,Juanpis González: The Series,,comedy,,,,"1 season, 10 episodes",,21–32 min
Ended_Netflix_original_table_38.csv,Pedal to Metal,,action,,,,"1 season, 10 episodes",,34–42 min
Ended_Netflix_original_table_38.csv,The Final Score,,drama,,,,"1 season, 6 episodes",,43–58 min
Ended_Netflix_original_table_39.csv,Russell Peters Vs. the World,,docuseries,english,,,"1 season, 4 episodes",,26–29 min
Ended_Netflix_original_table_40.csv,Exatlon,,reality competition,"turkish,,",,,"1 season, 15 episodes",,45–53 min
Ended_Netflix_original_table_41.csv,Lilyhammer,,comedy drama,english,,,"3 seasons, 24 episodes",,43–58 min
Ended_Netflix_original_table_41.csv,Between,,science fiction,english,,,"2 seasons, 12 episodes",,43–44 min
Ended_Netflix_original_table_41.csv,Terrace House: Boys & Girls in the City,,reality television,"japanese,,",,,"2 parts, 46 episodes",,24–38 min
Ended_Netflix_original_table_41.csv,Atelier,,coming-of-age drama,"japanese,,",,,"1 season, 13 episodes",,43–51 min
Ended_Netflix_original_table_41.csv,Good Morning Call,,slice of life/romantic comedy,"japanese,,",,,"2 seasons, 27 episodes",,43–49 min
Ended_Netflix_original_table_41.csv,The Last Kingdom (season 2),,historical fiction,english,,,"1 season, 8 episodes",,58–59 min
Ended_Netflix_original_table_41.csv,Terrace House: Aloha State,,reality television,"japanese,,",,,"4 parts, 36 episodes",,30–47 min
Ended_Netflix_original_table_41.csv,Dirk Gently's Holistic Detective Agency,,comic science fiction,english,,,"2 seasons, 18 episodes",,41–53 min
Ended_Netflix_original_table_41.csv,Crazyhead,,comedy/horror,english,,,"1 season, 6 episodes",,42–45 min
Ended_Netflix_original_table_41.csv,Travelers (seasons 1–2),,science fiction,english,,,"2 seasons, 24 episodes",,44–50 min
Ended_Netflix_original_table_41.csv,Frontier,,historical/drama,english,,,"3 seasons, 18 episodes",,43–52 min
Ended_Netflix_original_table_41.csv,Anne with an E,,historical/drama,english,,,"3 seasons, 27 episodes",,44–88 min
Ended_Netflix_original_table_41.csv,El Chapo,,crime/drama,"spanish,,",,,"3 seasons, 34 episodes",,39–55 min
Ended_Netflix_original_table_41.csv,Kantaro: The Sweet Tooth Salaryman,,comedy drama,"japanese,,",,,"1 season, 12 episodes",,24 min
Ended_Netflix_original_table_41.csv,The Worst Witch,,children's fantasy,english,,,"4 seasons, 51 episodes",,28–59 min
Ended_Netflix_original_table_41.csv,Million Yen Women,,romantic dark comedy,"japanese,,",,,"1 season, 12 episodes",,24 min
Ended_Netflix_original_table_41.csv,Re:Mind,,psychological thriller,"japanese,,",,,"1 season, 13 episodes",,23–26 min
Ended_Netflix_original_table_41.csv,Ainori Love Wagon: Asian Journey,,reality television,"japanese,,",,,"2 seasons, 44 episodes",,27–37 min
Ended_Netflix_original_table_41.csv,Alias Grace,,historical/drama,english,,,6 episodes,,43–46 min
Ended_Netflix_original_table_41.csv,Glitch (seasons 2–3),,paranormal drama,english,,,"2 seasons, 12 episodes",,51–57 min
Ended_Netflix_original_table_41.csv,Terrace House: Opening New Doors,,reality television,"japanese,,",,,"6 parts, 49 episodes",,32–44 min
Ended_Netflix_original_table_41.csv,The End of the F***ing World,,dark comedy,english,,,"2 seasons, 16 episodes",,18–25 min
Ended_Netflix_original_table_41.csv,Mob Psycho 100,,supernatural/action comedy,"japanese,,",,,"1 season, 12 episodes",,24 min
Ended_Netflix_original_table_41.csv,Collateral,,thriller,english,,,4 episodes,,56–59 min
Ended_Netflix_original_table_41.csv,Requiem,,supernatural thriller,english,,,"1 season, 6 episodes",,57–58 min
Ended_Netflix_original_table_41.csv,Troy: Fall of a City,,historical/drama,english,,,"1 season, 8 episodes",,57–58 min
Ended_Netflix_original_table_41.csv,The Letdown,,comedy,english,,,"2 seasons, 13 episodes",,27–32 min
Ended_Netflix_original_table_41.csv,The New Legends of Monkey,,fantasy adventure,english,,,"2 seasons, 20 episodes",,23–35 min
Ended_Netflix_original_table_41.csv,Safe,,thriller,english,,,"1 season, 8 episodes",,41–48 min
Ended_Netflix_original_table_41.csv,Kiss Me First,,thriller,english,,,"1 season, 6 episodes",,46–48 min
Ended_Netflix_original_table_41.csv,I Am a Killer,,true crime docuseries,english,,,"4 seasons, 32 episodes",,39–53 min
Ended_Netflix_original_table_41.csv,Wanderlust,,drama,english,,,"1 season, 6 episodes",,56–59 min
Ended_Netflix_original_table_41.csv,Pine Gap,,political thriller,english,,,"1 season, 6 episodes",,54–59 min
Ended_Netflix_original_table_41.csv,Perfume,,thriller,"german,,",,,"1 season, 6 episodes",,53–67 min
Ended_Netflix_original_table_41.csv,Watership Down,,animation/fantasy,english,,,4 episodes,,50–51 min
Ended_Netflix_original_table_41.csv,Black Earth Rising,,thriller,english,,,8 episodes,,60 min
Ended_Netflix_original_table_41.csv,Nightflyers,,science fiction,english,,,"1 season, 10 episodes",,40–59 min
Ended_Netflix_original_table_41.csv,Northern Rescue,,drama,english,,,"1 season, 10 episodes",,44–45 min
Ended_Netflix_original_table_41.csv,Traitors,,period drama,english,,,"1 season, 6 episodes",,46–47 min
Ended_Netflix_original_table_41.csv,Tijuana,,crime/drama,"spanish,,",,,"1 season, 11 episodes",,35–45 min
Ended_Netflix_original_table_41.csv,Undercover,,crime/drama,"dutch,,",,,"3 seasons, 28 episodes",,45–54 min
Ended_Netflix_original_table_41.csv,Terrace House: Tokyo 2019–2020,,reality television,"japanese,,",,,"4 parts, 42 episodes",,35–57 min
Ended_Netflix_original_table_41.csv,Ainori Love Wagon: African Journey,,reality television,"japanese,,",,,"1 season, 22 episodes",,25–40 min
Ended_Netflix_original_table_41.csv,The Spy,,espionage thriller,english,,,6 episodes,,47–62 min
Ended_Netflix_original_table_41.csv,Drug Squad: Costa del Sol,,police procedural,"spanish,,",,,"1 season, 13 episodes",,60–69 min
Ended_Netflix_original_table_41.csv,Zumbo's Just Desserts (season 2),,baking reality competition,english,,,"1 season, 10 episodes",,60–75 min
Ended_Netflix_original_table_41.csv,The Bonfire of Destiny,,historical/drama,"french,,",,,"1 season, 8 episodes",,47–55 min
Ended_Netflix_original_table_41.csv,Dracula,,horror,english,,,"1 season, 3 episodes",,88–91 min
Ended_Netflix_original_table_41.csv,Giri/Haji,,crime thriller,english,,,"1 season, 8 episodes",,57–61 min
Ended_Netflix_original_table_41.csv,The Valhalla Murders,,crime/drama,"icelandic,,",,,"1 season, 8 episodes",,45–48 min
Ended_Netflix_original_table_41.csv,Feel Good,,comedy,english,,,"2 seasons, 12 episodes",,24–30 min
Ended_Netflix_original_table_41.csv,Freud,,period thriller,"german,,",,,"1 season, 8 episodes",,45–55 min
Ended_Netflix_original_table_41.csv,The Last Dance,,docuseries,english,,,10 episodes,,49–51 min
Ended_Netflix_original_table_41.csv,Crazy Delicious,,cooking competition,english,,,"1 season, 6 episodes",,46 min
Ended_Netflix_original_table_41.csv,Alien TV,,hybrid animation,english,,,"2 seasons, 26 episodes",,24 min
Ended_Netflix_original_table_41.csv,I Am a Killer: Released,,docuseries,english,,,"1 season, 3 episodes",,30–38 min
Ended_Netflix_original_table_41.csv,Detention,,horror,"mandarin,,",,,"1 season, 8 episodes",,46–55 min
Ended_Netflix_original_table_41.csv,Under Suspicion: Uncovering the Wesphael Case,,crime,"french,,",,,"1 season, 5 episodes",,34–38 min
Ended_Netflix_original_table_41.csv,The Serpent,,crime,english,,,8 episodes,,55–59 min
Ended_Netflix_original_table_41.csv,Life in Colour with David Attenborough,,nature docuseries,english,,,"1 season, 3 episodes",,44–50 min
Ended_Netflix_original_table_41.csv,Dive Club,,mystery/teen/drama,english,,,"1 season, 12 episodes",,26–27 min
Ended_Netflix_original_table_41.csv,On the Verge,,comedy,english,,,"1 season, 12 episodes",,28–35 min
Ended_Netflix_original_table_41.csv,Soil,,comedy drama,"dutch,,",,,"1 season, 8 episodes",,43–51 min
Ended_Netflix_original_table_41.csv,Borgen – Power & Glory,,political drama,"danish,,",,,"1 season, 8 episodes",,53–59 min
Ended_Netflix_original_table_41.csv,He's Expecting,,comedy drama,"japanese,,",,,"1 season, 8 episodes",,25 min
Ended_Netflix_original_table_41.csv,The Perfect Mother,,crime/drama,"french,,",,,"1 season, 4 episodes",,46–50 min
Ended_Netflix_original_table_41.csv,You Don't Know Me,,crime/drama,english,,,"1 season, 4 episodes",,54–57 min
Ended_Netflix_original_table_41.csv,Fakes,,young adult crime comedy,english,,,"1 season, 10 episodes",,21–28 min
Ended_Netflix_original_table_41.csv,Entrapped,,thriller,"icelandic,,",,,"1 season, 6 episodes",,39–52 min
Ended_Netflix_original_table_41.csv,I Am a Stalker,,true crime docuseries,english,,,"1 season, 8 episodes",,43–45 min
Ended_Netflix_original_table_41.csv,Inside Man,,crime/drama,english,,,"1 season, 4 episodes",,59–61 min
Ended_Netflix_original_table_41.csv,Reign Supreme,,music biopic,"french,,",,,"1 season, 6 episodes",,47–51 min
Ended_Netflix_original_table_41.csv,Irreverent,,comedy drama/crime,english,,,"1 season, 10 episodes",,40–50 min
Ended_Netflix_original_table_41.csv,Don't Pick Up the Phone,,docuseries,english,,,"1 season, 3 episodes",,42–57 min
Ended_Netflix_original_table_41.csv,Woman of the Dead,,thriller,"german,,",,,"1 season, 6 episodes",,45–49 min
Ended_Netflix_original_table_41.csv,Cunk on Earth,,mockumentary,english,,,"1 season, 5 episodes",,28–29 min
Ended_Netflix_original_table_42.csv,Arrested Development (seasons 4–5),,comedy,english,,,"2 seasons, 38 episodes",,23–48 min
Ended_Netflix_original_table_42.csv,Star Wars: The Clone Wars (season 6),,animation/science fiction,english,,,"1 season, 13 episodes",,19–26 min
Ended_Netflix_original_table_42.csv,The Killing (season 4),,crime/drama,english,,,"1 season, 6 episodes",,42–59 min
Ended_Netflix_original_table_42.csv,Longmire (seasons 4–6),,crime/drama,english,,,"3 seasons, 30 episodes",,42–71 min
Ended_Netflix_original_table_42.csv,Mystery Science Theater 3000 (seasons 11–12),,comic science fiction,english,,,"2 seasons, 20 episodes",,86–94 min
Ended_Netflix_original_table_42.csv,Slasher (season 2),,horror anthology series,english,,,"1 season, 8 episodes",,46–53 min
Ended_Netflix_original_table_42.csv,EastSiders (seasons 3–4),,black comedy,english,,,"2 seasons, 12 episodes",,25 min
Ended_Netflix_original_table_42.csv,The Mafia Dolls (season 2),,telenovela,"spanish,,",,,"1 season, 60 episodes",,42–61 min
Ended_Netflix_original_table_42.csv,Lucifer (seasons 4–6),,fantasy/police procedural,english,,,"3 seasons, 36 episodes",,44–65 min
Ended_Netflix_original_table_42.csv,Power Rangers (seasons 29–30),,superhero science fiction,english,,,"2 seasons, 32 episodes",,22–25 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Leo the Lion,,animation,"italian,,",,,,,1 h 17 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,The Little Prince,,animation,english,,,,,1 h 46 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,The Crew,,crime/drama,"french,,",,,,,1 h 21 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Kung Fu Panda 3,,animation,english,,,,,1 h 34 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Sand Storm,,drama,"arabic,,",,,,,1 h 28 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,"Crouching Tiger, Hidden Dragon: Sword of Destiny",,action,english,,,,,1 h 43 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,The 4th Company,,crime/drama,"spanish,,",,,,,1 h 56 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Journey to Greenland,,comedy,"french,,",,,,,1 h 38 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Hell or High Water,,crime/drama,english,,,,,1 h 43 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Mercenary,,sports/drama,"french,,",,,,,1 h 38 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Two Lovers and a Bear,,drama,english,,,,,1 h 36 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Divines,,drama,"french,,",,,,,1 h 45 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Big Fish & Begonia,,animation,"mandarin,,",,,,,1 h 45 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Bad Moms,,comedy,english,,,,,1 h 40 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Skiptrace,,action/adventure,english,,,,,1 h 47 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Before I Wake,,horror-fantasy,english,,,,,1 h 37 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,David Brent: Life on the Road,,comedy,english,,,,,1 h 36 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,The Bad Batch,,comedy/thriller,english,,,,,1 h 55 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Message from the King,,drama,english,,,,,1 h 43 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Layla M.,,drama,"dutch,,",,,,,1 h 38 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Brain on Fire,,drama,english,,,,,1 h 35 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Middle School: The Worst Years of My Life,,comedy,english,,,,,1 h 32 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Mindhorn,,comedy,english,,,,,1 h 28 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,In the Shadow of Iris,,thriller,"french,,",,,,,1 h 38 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Slam,,teen drama,"italian,,",,,,,1 h 40 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,'76,,drama,english,,,,,1 h 58 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Pandora,,thriller,"korean,,",,,,,2 h 16 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,The Lighthouse of the Orcas,,drama,"spanish,,",,,,,1 h 50 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,,comedy,"swedish,,",,,,,1 h 48 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Sahara,,animation,"french,,",,,,,1 h 24 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Before I Fall,,drama/mystery,english,,,,,1 h 38 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Bushwick,,action/adventure,english,,,,,1 h 34 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Mudbound,,drama,english,,,,,2 h 14 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,My Happy Family,,drama,"georgian,,",,,,,2 hours
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,The Space Between Us,,science fiction,english,,,,,2 h 1 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,On Body and Soul,,drama,"hungarian,,",,,,,1 h 57 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,The Climb,,comedy,"french,,",,,,,1 h 45 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Lucid Dream,,thriller,"korean,,",,,,,1 h 41 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Orbiter 9,,science fiction,"spanish,,",,,,,1 h 35 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,The Circle,,thriller,english,,,,,1 h 50 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Blade of the Immortal,,action/drama,"japanese,,",,,,,2 h 20 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,A Prayer Before Dawn,,drama,english,,,,,1 h 56 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Good Time,,crime/drama,english,,,,,1 h 50 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Ali's Wedding,,romantic comedy,"arabic,,",,,,,1 h 50 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Animal Crackers,,animation,english,,,,,1 h 44 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,All Eyez on Me,,biography/drama,english,,,,,2 h 20 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Catching Feelings,,romantic comedy,english,,,,,2 h 4 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,You Get Me,,thriller,english,,,,,1 h 29 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Kidnap,,thriller,english,,,,,1 h 22 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,6 Days,,action/thriller,english,,,,,1 h 34 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,What Happened to Monday,,science fiction/thriller,english,,,,,2 h 3 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,The Hitman's Bodyguard,,action/comedy,english,,,,,1 h 58 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Home Again,,romantic comedy,english,,,,,1 h 37 min
List_of_Netflix_exclusive_international_distribution_films_table_0.csv,Maktub,,drama,"hebrew,,",,,,,1 h 40 min
